year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2020,1,DISCHARGE FIREARM IN CERTAIN MUNICIPALITIES,Parking (Business),N/A,10455 N CENTRAL SERV SB,1052,653,NORTH CENTRAL,D11,2020-10-11T00:00:00Z,2020,October,Sun,01:15:00,285,2020-10-11T00:00:00Z,2020,October,Sun,01:20:00,285,2020-10-11T02:56:00Z,2020-10-11T03:39:37Z,2020,October,Sun,03:39:00,285,2020-10-11T02:56:54Z,2020-10-11T02:56:51Z,2020-10-11T04:20:52Z,2020-10-11T03:10:14Z,Victim,Society/Public,NA,NA,NA,A635,Investigations,Capers / Assaults,Suspended,Suspended,UNKNOWN SUSPECT DISCHARGED FIREARM IN THE AIR NEAR COMP.,FALSE,NA,None,Handgun,NA,No,52130007,PC 42.12(b),NA,NA,NA,NA,WEAPON LAW VIOLATIONS,WEAPON LAW VIOLATIONS,SOCIETY,520,A,Coded,2022-02-09T15:01:30Z,2499460.92795669,7010847.61216585,75231,DALLAS,TX,"10455 N CENTRAL SERV SB
DALLAS, TX 75231
(32.887972, -96.770254)"
2019,3,CRIM MISCHIEF <$100,Outdoor Area Public/Private,N/A,2012 DEER PATH DR,4248,725,SOUTH CENTRAL,D4,2019-03-30T00:00:00Z,2019,March,Sat,18:02:00,89,2019-03-30T00:00:00Z,2019,March,Sat,18:03:00,89,2019-03-30T18:04:00Z,2019-03-30T18:37:19Z,2019,March,Sat,18:37:00,89,2019-03-30T18:04:05Z,2019-03-30T18:04:05Z,2019-03-30T19:25:37Z,2019-03-30T18:15:10Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,C753,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,SUSPECT DAMAGE COMPLAINANT VEHICLE WITHOUT CONSENT,FALSE,NA,None,NA,NA,No,99999999,PC 28.03(b)(1),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2019-04-22T10:37:49Z,2492780.12537344,6945618.07169344,75216,DALLAS,TX,"2012 DEER PATH DR
DALLAS, TX 75216
(32.71051, -96.79545)"
2018,3,OPEN BUILDING (NO OFFENSE),Single Family Residence - Vacant,N/A,767 NEOMI AVE,2196,331,SOUTHEAST,D5,2018-10-15T00:00:00Z,2018,October,Mon,17:20:00,288,2018-10-15T00:00:00Z,2018,October,Mon,17:21:00,288,2018-10-15T17:22:00Z,2018-10-15T17:50:55Z,2018,October,Mon,17:50:00,288,2018-10-15T17:22:32Z,2018-10-15T17:22:30Z,2018-10-15T19:31:03Z,2018-10-15T17:24:55Z,Victim,Government,NA,NA,NA,F325,NA,NA,Suspended,Suspended,OPEN BUILDING,FALSE,NA,None,NA,NA,No,99999999,Open Building,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2018-10-15T23:15:12Z,2516883.56273077,6951791.3060661,75217,DALLAS,TX,"767 NEOMI AVE
DALLAS, TX 75217
(32.726798, -96.716529)"
2018,3,DWI,"Highway, Street, Alley ETC",N/A,5500 FM 1382,8808,436,SOUTHWEST,D3,2018-07-15T00:00:00Z,2018,July,Sun,18:40:00,196,2018-07-15T00:00:00Z,2018,July,Sun,18:48:00,196,2018-07-15T22:31:00Z,2018-07-15T19:08:26Z,2018,July,Sun,19:08:00,196,2018-07-15T18:48:36Z,2018-07-15T18:48:35Z,2018-07-16T01:40:48Z,2018-07-15T18:51:20Z,Victim,Society/Public,NA,NA,NA,C434,NA,NA,Clear by Arrest,CBA (Age 17),SUSP WAS DRIVING A MOTOR VEHICLE ON A PUBLIC ST WHILE INTOXICATED,FALSE,NA,None,NA,NA,No,54040009,PC 49.04,NA,NA,NA,NA,DUI,DRIVING UNDER THE INFLUENCE,SOCIETY,90D,B,90D - No Coded,2019-09-21T03:58:03Z,2436441.87945436,6925076.73187068,75116,DALLAS,TX,"5500 FM 1382
DALLAS, TX 75116
(32.634134, -96.973653)"
2016,3,OBSTRUCTION OR RETALIATION,"Highway, Street, Alley ETC",N/A,NA,2063,134,CENTRAL,D14,2016-05-09T00:00:00Z,2016,May,Mon,21:55:00,130,2016-05-09T00:00:00Z,2016,May,Mon,23:15:00,130,2016-05-09T23:20:00Z,2016-05-09T22:19:04Z,2016,May,Mon,22:19:00,130,2016-05-09T21:47:46Z,2016-05-09T21:47:28Z,2016-05-10T01:37:43Z,2016-05-09T21:49:46Z,Victim,Individual,White,Non-Hispanic or Latino,Male,L333,NA,NA,Clear by Arrest,CBA (Over Age 17),AP THREATENED TO KILL AOS,FALSE,NA,None,Other,No,No,13990026,PC 36.06(c),OTHERS,OTHER OFFENSES,2600,PART2,NA,NA,NA,NA,NA,NA,2016-05-23T13:02:57Z,NA,NA,NA,NA,NA,NA
2019,3,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,N/A,3130 WEBB CHAPEL EXT,3059,538,NORTHWEST,D2,2019-10-13T00:00:00Z,2019,October,Sun,16:00:00,286,2019-10-14T00:00:00Z,2019,October,Mon,06:00:00,287,2019-10-14T06:37:00Z,2019-10-14T08:56:42Z,2019,October,Mon,08:56:00,287,2019-10-14T06:37:51Z,2019-10-14T06:37:51Z,2019-10-14T09:19:12Z,2019-10-14T08:27:04Z,NA,NA,NA,NA,NA,B525,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSP TOOK THE COMP'S VEHICLE W/O PERMISSION,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Coded,2021-02-24T19:56:02Z,2470006.71257,6999601.51642,75220,DALLAS,TX,"3130 WEBB CHAPEL EXT
DALLAS, TX 75220
(32.859867, -96.86683)"
2019,2,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,N/A,7943 HUTTIG AVE,1250,332,SOUTHEAST,D5,2019-06-16T00:00:00Z,2019,June,Sun,11:30:00,167,2019-06-16T00:00:00Z,2019,June,Sun,17:59:00,167,2019-06-16T20:03:00Z,2019-06-16T17:43:16Z,2019,June,Sun,17:43:00,167,2019-06-16T16:42:57Z,2019-06-16T16:42:57Z,2019-06-16T17:59:51Z,2019-06-16T17:15:05Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,C345,Investigations,Property Crime Division / SE Property Crimes,Suspended,Suspended,UNK SUSPECT BROKE INTO COMP'S HOUSE AND TOOK PROPERTY,FALSE,NA,None,NA,NA,No,22990002,PC 30.02(c)(2),NA,NA,NA,NA,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2019-07-30T10:19:01Z,2526558.6864251,6959381.94377193,75217,DALLAS,TX,"7943 HUTTIG AVE
DALLAS, TX 75217
(32.746353, -96.684755)"
2019,3,FOUND PROPERTY (NO OFFENSE),Business Office,N/A,1827 GREENVILLE AVE,1161,144,CENTRAL,D14,2019-05-08T00:00:00Z,2019,May,Wed,22:00:00,128,2019-05-08T00:00:00Z,2019,May,Wed,22:30:00,128,2019-05-08T22:33:00Z,2019-05-09T01:47:28Z,2019,May,Thu,01:47:00,129,2019-05-08T22:33:42Z,2019-05-08T22:33:42Z,2019-05-09T03:10:26Z,2019-05-09T01:35:17Z,Victim,Business,NA,NA,NA,A124,NA,NA,Suspended,Suspended,COUNTERFEIT 50 DOLLAR BILL FOUND,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-05-09T03:10:58Z,2499767.04578277,6983118.4146716,75206,DALLAS,TX,"1827 GREENVILLE AVE
DALLAS, TX 75206
(32.813084, -96.770204)"
2019,3,PUBLIC INTOXICATION,Outdoor Area Public/Private,N/A,2111 S CESAR CHAVEZ BLVD,2125,152,CENTRAL,D2,2019-02-03T00:00:00Z,2019,February,Sun,20:53:00,34,2019-02-03T00:00:00Z,2019,February,Sun,20:53:00,34,2019-02-03T20:53:00Z,2019-02-03T21:15:39Z,2019,February,Sun,21:15:00,34,2019-02-03T20:53:47Z,2019-02-03T20:53:46Z,2019-02-03T22:05:25Z,2019-02-03T20:57:54Z,Victim,Society/Public,NA,NA,NA,C153,NA,NA,Clear by Arrest,CBA (Over Age 17),PUBLIC INTOXICATION,FALSE,NA,None,NA,NA,No,99999999,PC 49.02,NA,NA,NA,NA,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90E,B,90E - No Coded,2019-02-11T14:40:43Z,2496537.88688678,6967929.18553568,75215,DALLAS,TX,"2111 S CESAR CHAVEZ BLVD
DALLAS, TX 75215
(32.7716, -96.781697)"
2020,3,BMV,Hotel/Motel/ETC,NA,13685 N CENTRAL EXPY,4522,644,NORTH CENTRAL,D11,2020-09-11T00:00:00Z,2020,September,Fri,22:00:00,255,2020-09-12T00:00:00Z,2020,September,Sat,01:00:00,256,2020-09-15T06:58:12Z,2020-09-15T07:45:17Z,2020,September,Tue,07:45:00,259,NA,NA,NA,NA,Victim,Individual,White,Non-Hispanic or Latino,Male,NA,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,NA,NA,NA,None,NA,No,NA,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2020-09-16T08:35:27Z,2504156.50485161,7027635.35352468,75243,DALLAS,TX,"13685 N CENTRAL EXPY
DALLAS, TX 75243
(32.934681, -96.75325)"
2018,1,POSS CONT SUB PEN GRP 1 > OR EQUAL 4G<200G,Grocery/Supermarket,N/A,5547 BERNAL DR,4053,425,SOUTHWEST,D6,2018-09-14T00:00:00Z,2018,September,Fri,03:56:00,257,2018-09-14T00:00:00Z,2018,September,Fri,03:56:00,257,2018-09-14T03:56:00Z,2018-09-14T04:18:35Z,2018,September,Fri,04:18:00,257,2018-09-14T03:56:43Z,2018-09-14T03:56:43Z,2018-09-14T07:54:47Z,2018-09-14T03:56:43Z,Victim,Society/Public,NA,NA,NA,E423,Investigations,Special Investigations / Auto Theft,Clear by Arrest,CBA (Over Age 17),AP WAS IN POSSESSION OF METHAMPHETAMINE.,FALSE,NA,None,NA,NA,Yes,35990016,HSC 481.115(d),NA,NA,NA,NA,DRUG/ NARCOTIC VIOLATIONS,DRUG/ NARCOTIC VIOLATIONS,SOCIETY,35A,A,Coded,2018-09-28T09:42:59Z,2456638.91419144,6968990.33498819,75212,DALLAS,TX,"5547 BERNAL DR
DALLAS, TX 75212
(32.776005, -96.911332)"
2016,2,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),City Park/Rec/Tennis/Golf/Trail,N/A,1318 2ND AVE,2098,115,CENTRAL,D7,2016-10-04T00:00:00Z,2016,October,Tue,13:45:00,278,2016-10-04T00:00:00Z,2016,October,Tue,13:46:00,278,2016-10-04T13:47:00Z,2016-10-04T14:20:26Z,2016,October,Tue,14:20:00,278,2016-10-04T02:49:36Z,2016-10-04T02:49:36Z,2016-10-05T01:52:47Z,2016-10-04T02:49:37Z,Victim,Individual,White,Non-Hispanic or Latino,Female,B544,NA,NA,Suspended,Suspended,PERSON INJURED BY DALLAS POLICE CHASING FAIR LIVE STOCK.,FALSE,NA,None,Other,No,No,99999999,UCR,INJURED PUBLIC,ACCIDENTAL INJURY,3300,NOT CODED,NA,NA,NA,NA,NA,NA,2016-10-05T05:42:52Z,2502249.05525444,6970117.70117177,75210,DALLAS,NA,"1318 2ND AVE
DALLAS 75210
(32.777119, -96.763183)"
2020,2,CRIM MISCHIEF > OR EQUAL $100 < $750,Single Family Residence - Occupied,N/A,4206 S CEDAR CIRCLE DR,4548,452,SOUTHWEST,D3,2020-04-01T00:00:00Z,2020,April,Wed,22:40:00,92,2020-04-10T00:00:00Z,2020,April,Fri,22:45:00,101,2020-04-10T22:50:00Z,2020-04-10T23:13:16Z,2020,April,Fri,23:13:00,101,2020-04-10T22:34:26Z,2020-04-10T22:34:26Z,2020-04-11T02:03:29Z,2020-04-10T22:49:47Z,Victim,Individual,White,Non-Hispanic or Latino,Male,E454,Investigations,Capers / Assaults,Suspended,Suspended,SUSP BROKE COMPS WINDOW CAUSING DAMAGE.,FALSE,NA,None,NA,NA,No,29990042,PC 28.03(b)(2),NA,NA,NA,NA,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2020-12-17T15:09:24Z,2464674.17207102,6931403.7779436,75237,DALLAS,TX,"4206 S CEDAR CIRCLE DR
DALLAS, TX 75237
(32.67298, -96.887598)"
2018,1,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,Residential Property Occupied/Vacant,6455 VELASCO AVE,1147,234,NORTHEAST,D9,2018-11-07T00:00:00Z,2018,November,Wed,23:00:00,311,2018-11-08T00:00:00Z,2018,November,Thu,03:45:00,312,2018-11-08T09:09:00Z,2018-11-08T08:17:15Z,2018,November,Thu,08:17:00,312,2018-11-08T03:35:37Z,2018-11-08T03:35:37Z,2018-11-08T12:02:21Z,2018-11-08T07:35:09Z,Victim,Individual,White,Non-Hispanic or Latino,Male,D218,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,UNK SUSP ENTERED COMPLAINANT'S RESIDENCE W/O CONSENT,FALSE,NA,None,NA,NA,No,22990002,PC 30.02(c)(2),NA,NA,NA,NA,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2021-02-14T18:14:26Z,2505875.12248,6986204.94196,75214,DALLAS,TX,"6455 VELASCO AVE
DALLAS, TX 75214
(32.821007, -96.750547)"
2021,2,RECOVERED OUT OF TOWN STOLEN PROPERTY (NO OFFENSE),Retail Store,N/A,7015 FERGUSON RD,1215,316,SOUTHEAST,D7,2021-10-21T00:00:00Z,2021,October,Thu,12:13:00,294,2021-10-21T00:00:00Z,2021,October,Thu,12:14:00,294,2021-10-21T12:15:00Z,2021-10-21T13:07:10Z,2021,October,Thu,13:07:00,294,2021-10-21T12:15:59Z,2021-10-21T12:15:58Z,2021-10-21T13:52:53Z,2021-10-21T12:59:14Z,Victim,Government,NA,NA,NA,B346,NA,NA,NA,NA,RECOVERED OUT OF TOWN STOLEN PROPERTY.,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-10-26T09:34:55Z,2514058.6598,6976176.50374,75228,DALLAS,NA,"7015 FERGUSON RD
DALLAS 75228
(32.793288, -96.724451)"
2021,1,PUBLIC INTOXICATION,Parking (Business),N/A,4222 W CAMP WISDOM RD,4359,452,SOUTHWEST,D8,2021-06-25T00:00:00Z,2021,June,Fri,04:10:00,176,2021-06-25T00:00:00Z,2021,June,Fri,04:10:00,176,2021-06-25T04:12:00Z,2021-06-25T04:29:05Z,2021,June,Fri,04:29:00,176,2021-06-25T04:12:20Z,2021-06-25T04:12:20Z,2021-06-25T06:45:52Z,2021-06-25T04:12:20Z,Victim,Government,NA,NA,NA,F414,NA,NA,Clear by Arrest,CBA (Over Age 17),PUBLIC INTOXICATION,FALSE,NA,None,NA,NA,No,99999999,PC 49.02,NA,NA,NA,NA,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90Z,B,90Z - No Coded,2021-06-25T05:37:14Z,2464467.68724778,6927545.54058135,75237,DALLAS,TX,"4222 W CAMP WISDOM RD
DALLAS, TX 75237
(32.661914, -96.886832)"
2021,2,THEFT OF PROP > OR EQUAL $100 <$750 (SHOPLIFT-NOT EMP) PC31.03(e2A),Retail Store,NA,9440 MARSH LN,3054,525,NORTHWEST,D2,2021-07-04T00:00:00Z,2021,July,Sun,10:40:00,185,2021-07-04T00:00:00Z,2021,July,Sun,10:48:00,185,2021-07-28T20:36:34Z,2021-08-01T07:50:18Z,2021,August,Sun,07:50:00,213,NA,NA,NA,NA,Victim,Business,NA,NA,NA,NA,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,NA,NA,NA,None,NA,NA,NA,23990191,PC 31.03(e)(2)(A),NA,NA,NA,NA,SHOPLIFTING,LARCENY/ THEFT OFFENSES,PROPERTY,23C,A,Coded,2021-10-28T08:19:55Z,2473784.10343,7000637.90082,75220,DALLAS,TX,"9440 MARSH LN
DALLAS, TX 75220
(32.863175, -96.856026)"
2020,2,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,N/A,2229 HOLLYBUSH DR,1175,236,NORTHEAST,D9,2020-04-26T00:00:00Z,2020,April,Sun,07:00:00,117,2020-04-26T00:00:00Z,2020,April,Sun,23:20:00,117,2020-04-26T23:30:00Z,2020-04-27T00:33:33Z,2020,April,Mon,00:33:00,118,2020-04-26T23:30:49Z,2020-04-26T23:30:49Z,2020-04-27T00:39:35Z,2020-04-27T00:19:13Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,A224,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,SUSP ENTERED WINDOW AND TOOK COMP'S PROPERTY.,FALSE,NA,Unknown,NA,NA,UNK,22990002,PC 30.02(c)(2),NA,NA,NA,NA,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2022-02-04T10:43:42Z,2518145.46243794,6981157.48913153,75228,DALLAS,TX,"2229 HOLLYBUSH DR
DALLAS, TX 75228
(32.805846, -96.709292)"
2021,1,DWI 1 PREV CONV,"Highway, Street, Alley ETC",N/A,2600 PERTH ST,3041,534,NORTHWEST,D6,2021-03-28T00:00:00Z,2021,March,Sun,04:39:00,87,2021-03-28T00:00:00Z,2021,March,Sun,08:11:00,87,2021-03-28T08:11:00Z,2021-03-28T05:31:16Z,2021,March,Sun,05:31:00,87,2021-03-28T04:41:36Z,2021-03-28T04:41:36Z,2021-03-28T13:23:34Z,2021-03-28T04:41:36Z,Victim,Government,NA,NA,NA,A539,NA,NA,Clear by Arrest,CBA (Over Age 17),DWI,FALSE,NA,None,NA,NA,Yes,54040010,PC 49.09(a),NA,NA,NA,NA,DUI,DRIVING UNDER THE INFLUENCE,SOCIETY,90D,B,90D - No Coded,2021-03-28T12:19:17Z,2463868.03851269,7005613.21974751,75220,DALLAS,TX,"2600 PERTH ST
DALLAS, TX 75220
(32.877267, -96.886485)"
2019,3,BMV,Outdoor Area Public/Private,N/A,2936 ST BERNARD DR,4237,445,SOUTHWEST,D3,2019-09-08T00:00:00Z,2019,September,Sun,21:00:00,251,2019-09-09T00:00:00Z,2019,September,Mon,00:50:00,252,2019-09-09T00:52:00Z,2019-09-09T01:14:58Z,2019,September,Mon,01:14:00,252,2019-09-09T00:52:47Z,2019-09-09T00:52:46Z,2019-09-09T01:17:49Z,2019-09-09T01:08:15Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,E414,Investigations,Property Crime Division / SW Property Crimes,Suspended,Suspended,UNK SUSP BROKE INTO COMPS VEHICLE TOOK PROPERTY W/OUT PERMISSION,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-09-09T16:48:38Z,2469647.47905353,6946033.06659836,75233,DALLAS,TX,"2936 ST BERNARD DR
DALLAS, TX 75233
(32.712682, -96.87051)"
2020,1,BURGLARY OF BUILDING - FORCED ENTRY,Retail Store,Retail Store,1914 N HASKELL AVE,2012,155,CENTRAL,D2,2020-11-12T00:00:00Z,2020,November,Thu,03:38:00,317,2020-11-12T00:00:00Z,2020,November,Thu,03:38:00,317,2020-11-12T03:38:00Z,2020-11-12T04:01:43Z,2020,November,Thu,04:01:00,317,2020-11-12T03:38:18Z,2020-11-12T03:38:18Z,2020-11-12T04:54:46Z,2020-11-12T03:42:49Z,Victim,Business,NA,NA,NA,E173,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,"UNK SUSP BROKE WINDOW, ENTERED STORE, TOOK PROP, FLED LOCATION",FALSE,NA,None,NA,NA,No,22990001,PC 30.02(c)(1),NA,NA,NA,NA,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2021-01-07T14:54:25Z,2495140.33882886,6979020.88940211,75204,DALLAS,TX,"1914 N HASKELL AVE
DALLAS, TX 75204
(32.80186, -96.786082)"
2016,1,THEFT OF PROP > OR EQUAL $100 BUT <$750- NOT SHOPLIFT,Outdoor Area Public/Private,Residential Property Occupied/Vacant,3750 SOFT WIND DR,4376,755,SOUTH CENTRAL,D8,2016-04-06T00:00:00Z,2016,April,Wed,19:00:00,97,2016-04-07T00:00:00Z,2016,April,Thu,09:00:00,98,2016-04-07T14:30:00Z,2016-04-07T15:21:45Z,2016,April,Thu,15:21:00,98,2016-04-07T14:50:18Z,2016-04-07T14:50:17Z,2016-04-07T16:58:18Z,2016-04-07T14:54:42Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,D723,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,UNKNOWN SUSPECT JUMPED REAR FENCE AND TOOK PROPERTY,FALSE,NA,None,Personal Weapons (Hands-Feet ETC),No,UNK,23990067,PC 31.03(e)(2)(Ai),OTHER THEFTS,THEFT,690,PART1,NA,NA,NA,NA,NA,NA,2016-04-11T08:00:10Z,2504472.18827535,6927496.8133166,75241,DALLAS,TX,"3750 SOFT WIND DR
DALLAS, TX 75241
(32.660199, -96.758434)"
2019,1,"ROBBERY (AGG) OF INDIVIDUAL, PRELIMINARY INVESTIGATION","Highway, Street, Alley ETC",N/A,2550 WALNUT HILL LN,3040,534,NORTHWEST,D6,2019-01-19T00:00:00Z,2019,January,Sat,00:20:00,19,2019-01-19T00:00:00Z,2019,January,Sat,01:08:00,19,2019-01-19T01:08:00Z,2019-01-19T00:43:37Z,2019,January,Sat,00:43:00,19,2019-01-19T00:23:02Z,2019-01-19T00:23:02Z,2019-01-19T01:44:44Z,2019-01-19T00:26:57Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,A553,Investigations,Capers / Robbery,Suspended,Suspended,SUSP POINTED A HANDGUN AT COMP DEMANDING MONEY.,FALSE,NA,None,NA,NA,No,99999999,Robbery Investigation,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2019-01-28T09:52:42Z,2462105.88914986,7006743.48126651,75229,DALLAS,TX,"2550 WALNUT HILL LN
DALLAS, TX 75229
(32.880978, -96.892022)"
2021,1,POSS MARIJUANA <2OZ,"Highway, Street, Alley ETC",N/A,700 N CRAWFORD ST,4105,414,SOUTHWEST,D1,2021-04-09T00:00:00Z,2021,April,Fri,00:05:00,99,2021-04-09T00:00:00Z,2021,April,Fri,00:34:00,99,2021-04-09T00:34:00Z,2021-04-09T01:18:16Z,2021,April,Fri,01:18:00,99,2021-04-09T00:34:49Z,2021-04-09T00:34:49Z,2021-04-09T09:25:17Z,2021-04-09T00:36:47Z,Victim,Society/Public,NA,NA,NA,F413,NA,NA,Clear by Arrest,CBA (Over Age 17),SUSP WAS IN POSS OF MARIJUANA,FALSE,NA,None,NA,NA,No,35620008,HSC 481.121(b)(1),NA,NA,NA,NA,DRUG/ NARCOTIC VIOLATIONS,DRUG/ NARCOTIC VIOLATIONS,SOCIETY,35A,A,No Coded,2021-04-10T13:19:58Z,2484520.09432136,6960232.01785919,75203,DALLAS,TX,"700 N CRAWFORD ST
DALLAS, TX 75203
(32.750854, -96.821759)"
2022,3,CREDIT CARD OR DEBIT CARD ABUSE - PRELIMINARY INVESTIGATION,Grocery/Supermarket,NA,3730 W ILLINOIS AVE,4206,432,SOUTHWEST,D3,2022-04-16T00:00:00Z,2022,April,Sat,10:45:00,106,2022-05-11T00:00:00Z,2022,May,Wed,13:05:00,131,2022-05-11T13:41:19Z,2022-05-24T15:51:10Z,2022,May,Tue,15:51:00,144,NA,NA,NA,NA,Victim,Individual,Unknown,Non-Hispanic or Latino,Female,NA,Investigations,Special Investigations / Financial Crimes,Closed/Cleared,Closed,NA,NA,NA,None,NA,UNK,NA,99999999,Burglary Investigation,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2022-06-06T16:03:31Z,2466384.94063,6948642.60141,75211,DALLAS,TX,"3730 W ILLINOIS AVE
DALLAS, TX 75211
(32.720273, -96.880984)"
2021,3,ASSAULT -BODILY INJURY ONLY,Parking (Business),N/A,9425 FOREST LN,1030,252,NORTHEAST,D10,2021-07-11T00:00:00Z,2021,July,Sun,19:55:00,192,2021-07-11T00:00:00Z,2021,July,Sun,19:58:00,192,2021-07-11T19:58:00Z,2021-07-11T20:42:52Z,2021,July,Sun,20:42:00,192,2021-07-11T19:58:30Z,2021-07-11T19:58:30Z,2021-07-11T22:01:50Z,2021-07-11T20:04:19Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,E263,Investigations,Capers / Assaults,Suspended,Suspended,COMP WAS PEPPER SPRAYED BY SUSP,FALSE,NA,None,Other,UNK,No,13990001,PC 22.01(a)(1),NA,NA,NA,NA,SIMPLE ASSAULT,ASSAULT OFFENSES,PERSON,13B,A,Coded,2021-10-14T16:21:29Z,2510126.07329303,7018386.1394116,75243,DALLAS,TX,"9425 FOREST LN
DALLAS, TX 75243
(32.909209, -96.734855)"
2015,3,BURGLARY OF HABITATION -NO FORCED ENTRY,Apartment Residence,Other,3847 TIMBERGLEN RD,4423,612,NORTH CENTRAL,D12,2015-10-15T00:00:00Z,2015,October,Thu,20:00:00,288,2015-10-15T00:00:00Z,2015,October,Thu,22:29:00,288,2015-10-15T22:29:00Z,2015-10-15T23:59:07Z,2015,October,Thu,23:59:00,288,2015-10-15T22:29:58Z,2015-10-15T22:29:57Z,2015-10-16T01:21:25Z,2015-10-15T23:40:42Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,E613,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,UNK SUSP ENTERED COMPS RESIDENT AND TOOK PROPERTY,FALSE,NA,None,Other,No,No,22990002,PC 30.02(c)(2),BURGLARY-RESIDENCE,BURGLARY,521,PART1,NA,NA,NA,NA,NA,NA,2015-10-23T07:57:11Z,2475090.1440212,7052852.32015102,75287,DALLAS,TX,"3847 TIMBERGLEN RD
DALLAS, TX 75287
(33.00485, -96.847644)"
